ID,District,pH,TN,P2O5,K2O,OM,Sand,Clay,Silt,Longitude,Latitude,Dataset,SN,Texture_class,B,Zn,Source,Year,Palika,Ward.Numbe,Nepal_cropmask1,lyrid,upper_depth,lower_depth
F2DE64C2,Darchula,6.4000001,0.16,4.31,132.62,2.1,45,20,35,80.4019,29.7092,Legacy_Data,5406,LOAM,NA,NA,NLUP,2074,NA,NA,NA,F2DE64C2_1,0,20
F2E2B799,Sunsari,6.9000001,0.06,23.931,80.64,1.26,13,26,61,87.1613,26.4812,Legacy_Data,28278,Silty Clay Loam,0.03,0.2,NLUP,2074,NA,NA,NA,F2E2B799_1,0,20
F2E6617B,Sindhuli,6.82,0.1,6.97,NA,3.65,42.71,8,47.29,85.8263,27.3142,Legacy_Data,26973,L,NA,NA,NLUP,2077,NA,NA,NA,F2E6617B_1,0,20
F2E9E1C4,Jhapa,5.8499999,0.1,26.1,244.2,1.94,34,9,57,87.8565,26.5735,Legacy_Data,8889,SiL,1.93,0.02,NLUP,2074,NA,NA,NA,F2E9E1C4_1,0,20
F2EEC7F6,Sarlahi,8,0.1,12.03,361.8,2.05,25,9.6,65.4,85.5687,27.113,Legacy_Data,26470,SiL,0.06,NA,NLUP,2074,NA,NA,NA,F2EEC7F6_1,0,20
F2EFD712,Salyan,5.1300001,0.07,10.3,268,1.47,38,28,34,82.0278,28.2237,Legacy_Data,25715,CL,NA,NA,NLUP,2074,NA,NA,NA,F2EFD712_1,0,20
F2F02C38,Dadeldhura,NA,NA,46.62,NA,NA,NA,NA,NA,80.5547,29.3184,Legacy_Data,4462,Sandy Loam,NA,NA,NLUP,2076,NA,NA,NA,F2F02C38_1,0,20
F2F1859F,Sayngja,7.29,0.04,79,249,1.36,29,12,59,83.6199,27.9939,Legacy_Data,26645,Silt Loam,NA,NA,NLUP,2075,NA,NA,NA,F2F1859F_1,0,20
F2F7EF66,Bara,7.8000002,0.14,63.1,227.8,1.61,74.04,9.96,16,85.1449,27.0134,Legacy_Data,3246,sandy loam,NA,NA,NLUP,2074,NA,NA,NA,F2F7EF66_1,0,20
F2FC6368,Sunsari,7.0999999,0.03,13.05,118.3,0.59,14,43,43,87.2746,26.6022,Legacy_Data,28388,Silty Clay,0.11,0.13,NLUP,2074,NA,NA,NA,F2FC6368_1,0,20
F301C183,Bhojpur,5.82,0.01,55.97,116.46,0.81,34.34,10,55.66,87.1949,27.1558,Legacy_Data,4048,Silt Loam,NA,NA,NLUP,2077,NA,NA,NA,F301C183_1,0,20
F3045073,Rukum_east,5.97,0.06,216.2,249.5,1.54,44,6,50,82.9025,28.6154,Legacy_Data,24529,Silt Loam,NA,NA,NLUP,2076,NA,NA,NA,F3045073_1,0,20
F30ACEC0,Nawalparasi,5.5999999,0.15,64.1,161.2,6.98,75.44,8.56,16,83.8721,27.6095,Legacy_Data,19674,Sandy Loam,NA,NA,NLUP,2074,NA,NA,NA,F30ACEC0_1,0,20
F30D2D85,Gorkha,6.24,0.28,19.33,160.8,4.96,63.94,4.42,31.64,84.6273,28.6572,Legacy_Data,7452,Sandy Loam,NA,NA,NLUP,2077,NA,NA,NA,F30D2D85_1,0,20
F316DCAA,Jhapa,5.5999999,0.25,13.11,160.8,5.4,38,30,32,88.0267,26.6969,Legacy_Data,9783,Clayloam,2.5,0.98,NLUP,2074,NA,NA,NA,F316DCAA_1,0,20
F3186696,Baglung-Parbat,6.0900002,0.02,92.6,316.2,0.42,9,42,49,83.2537,28.2709,Legacy_Data,632,,NA,NA,NLUP,2076,NA,NA,NA,F3186696_1,0,20
F31879C0,Terathum,6.1,0.05,68.11,172.37,2.3,58.6,9.65,31.75,87.7329,27.2273,Legacy_Data,29894,Sandy Loam,0.79,1.05,IWRMP,2074,NA,NA,NA,F31879C0_1,0,20
F3218690,Rautahat,6.8000002,0.07,14.69,90.2,1.05,32.6,6,61.1,85.3411,26.768,Legacy_Data,23032,SIL,0.52,0.67,NLUP,2076,NA,NA,NA,F3218690_1,0,20
F32501FE,Accham,6.0599999,0.06,8.24,268,1.16,54,9,38,81.4886,29.1672,Legacy_Data,105,SANDY LOAM,NA,NA,NLUP,2076,NA,NA,NA,F32501FE_1,0,20
F3260BFB,Tanahu,5.84,0.21,4.46,160.8,4.14,26.2,21.8,52,84.4429,27.8414,Legacy_Data,28938,Silt Loam,NA,NA,NLUP,2075,NA,NA,NA,F3260BFB_1,0,20
F32950EC,Nawalparasi,5.77,0.14,41.538,92.71,0.15,32,28.3,39.7,84.2808,27.6803,Legacy_Data,19843,CL,NA,NA,NLUP,2074,NA,NA,NA,F32950EC_1,0,20
F329A118,Rolpa,6.6,0.1,28.17,527.4,3.3,31.6,15.9,52.5,82.6738,28.2342,Legacy_Data,23845,Loam,1.25,0.87,IWRMP,2074,NA,NA,NA,F329A118_1,0,20
F331E29C,Dolakha,5.34,0.18,83.48,194.41,2.05,NA,NA,NA,86.0807,27.6717,Legacy_Data,6561,Silt Loam,NA,NA,NLUP,2077,NA,NA,NA,F331E29C_1,0,20
F3362736,Gulmi,6.2,0.12,300,48.94,2.3,76.3,5,18.8,83.5019,28.0801,Legacy_Data,7648,LS,NA,NA,NLUP,2075,NA,NA,NA,F3362736_1,0,20
F33A2B53,Dolakha,6.08,0.02,6.18,109.57,0.52,NA,NA,NA,86.0971,27.6408,Legacy_Data,6540,Sandy Loam,NA,NA,NLUP,2077,NA,NA,NA,F33A2B53_1,0,20
F33A37D9,Mahottari,6,0.31,4.27,268.8,2.95,76,6.9,17.1,85.7461,26.8384,Legacy_Data,14638,Sandy Loam,0.18,0.11,NLUP,2074,NA,NA,NA,F33A37D9_1,0,20
F33D9B46,Terathum,5.9,0.06,130.83,350.62,2.6,68,22,10,87.4781,27.0444,Legacy_Data,29855,Sandy Clay Loam,1.58,0.91,IWRMP,2074,NA,NA,NA,F33D9B46_1,0,20
F3414E4C,Morang,5.6999998,0.04,3.1,107.2,0.89,15.5,15,69.5,87.3171,26.3863,Legacy_Data,16147,SiL,0.91,0.08,NLUP,2074,NA,NA,NA,F3414E4C_1,0,20
F341A9E1,Morang,6,0.11,19.11,227.8,2.1,46.6,3.4,50,87.5841,26.6823,Legacy_Data,16598,SiL,0.02,0.79,NLUP,2074,NA,NA,NA,F341A9E1_1,0,20
F3459727,Kailali,6.6999998,0.07,26.2,78.59,1.26,44.1,12.8,43.1,80.8744,28.6871,Legacy_Data,10904,L,1.31,0.39,NLUP,2074,NA,NA,NA,F3459727_1,0,20
F34D0AFC,Surkhet,6.1100001,0.19,38.25,415.4,3.85,36,10,54,81.2575,28.879,Legacy_Data,28806,Silt Loam,NA,NA,NLUP,2075,NA,NA,NA,F34D0AFC_1,0,20
F34D5D09,Rolpa,6.9,0.05,309.1,876.5,1.29,80,8,12,82.6246,28.3695,Legacy_Data,23886,Loamy Sand,NA,NA,NLUP,2076,NA,NA,NA,F34D5D09_1,0,20
F352141F,Mugu,8.5100002,0.14,78.71,210.67,4.8,27.18,4,68.82,82.0006,29.5873,Legacy_Data,17505,Silt Loam,NA,NA,NLUP,2077,NA,NA,NA,F352141F_1,0,20
F35BFAA1,Rukum_west,6.6100001,0.02,97.15,86.4,0.48,18,34,48,82.4794,28.5982,Legacy_Data,24695,Silty Clay Loam,NA,NA,NLUP,2076,NA,NA,NA,F35BFAA1_1,0,20
F35EA697,Sarlahi,6.1999998,0.07,12.05,174.2,1.4,45.3,7,47.7,85.6378,27.0088,Legacy_Data,26512,L,0.03,NA,NLUP,2074,NA,NA,NA,F35EA697_1,0,20
F35F5880,Bara,8.1499996,0.1,153.435,59.09,1.87,43.36,17.27,39.37,85.1341,26.9485,Legacy_Data,2778,Loam,0.58,0.58,NLUP,2074,NA,NA,NA,F35F5880_1,0,20
F361BBED,Bara,7.8699999,0.03,31.94,66.45,2.19,34.14,20.58,45.28,85.1789,27.0324,Legacy_Data,2522,Loam,2.94,0.94,NLUP,2074,NA,NA,NA,F361BBED_1,0,20
F363B380,Jumla,5.0300002,0.16,42.6,783,3.3,30,22,48,81.965,29.1642,Legacy_Data,10208,Loam,NA,NA,NLUP,2076,NA,NA,NA,F363B380_1,0,20
F363C012,Kailali,6.3000002,0.03,29.465,53.71,0.17,32.6,14,53.4,81.0677,28.6996,Legacy_Data,10649,L,4.08,0.28,NLUP,2074,NA,NA,NA,F363C012_1,0,20
F368278C,Kailali,8.1999998,0.06,13,68.77,0.84,54.6,9.7,35.7,81.009,28.5488,Legacy_Data,11017,SL,1.21,0.41,NLUP,2074,NA,NA,NA,F368278C_1,0,20
F36A0C09,Sunsari,5.5,0.06,17.005,107.52,1.27,22,36,42,87.1817,26.5536,Legacy_Data,28410,Clay Loam,0.08,0.15,NLUP,2074,NA,NA,NA,F36A0C09_1,0,20
F36B08A6,Tanahu,5.12,0.12,4.11,263,2.3,25.8,22.2,42,84.3665,28.013,Legacy_Data,29049,Loam,NA,NA,NLUP,2075,NA,NA,NA,F36B08A6_1,0,20
F37A83A6,Dolakha,6.07,0.08,20.47,241.78,0.67,NA,NA,NA,86.1092,27.5275,Legacy_Data,6520,Loam,NA,NA,NLUP,2077,NA,NA,NA,F37A83A6_1,0,20
F38107B8,Rautahat,6.6999998,0.09,44.48,89.04,1.74,NA,NA,NA,85.3107,26.8958,Legacy_Data,23140,SIL,0.81,0.04,NLUP,2076,NA,NA,NA,F38107B8_1,0,20
F3844556,Gulmi,5.6,0.13,322,185.67,2.65,70.3,2.3,27.4,83.1584,28.2591,Legacy_Data,7610,SL,NA,NA,NLUP,2075,NA,NA,NA,F3844556_1,0,20
F385D683,Sindhupalchowk,6.02,0.22,16.26,112.8,4.42,74.4,13.9,11.7,85.6882,27.9395,Legacy_Data,27425,Sandy Loam,NA,NA,NLUP,2077,NA,NA,NA,F385D683_1,0,20
F386C4AB,Rupendehi,6.4000001,0.08,31.64,64.8,1.38,32.6,22,45.4,83.4494,27.6317,Legacy_Data,25024,L,0.02,0.04,NLUP,2074,NA,NA,NA,F386C4AB_1,0,20
F389A461,Gorkha,5.06,0.4,19.33,227.8,2.72,58.72,5.64,35.64,84.58,28.1231,Legacy_Data,7329,Sandy Loam,NA,NA,NLUP,2077,NA,NA,NA,F389A461_1,0,20
F389BB14,Doti,5.5999999,0.12,16.68,138.28,1.98,42,8,50,80.6362,29.0379,Legacy_Data,7150,SILT LOAM,NA,NA,NLUP,2076,NA,NA,NA,F389BB14_1,0,20
F38B81B1,Jhapa,5.0999999,0.04,4.83,83.33,1.81,33,36,31,87.7069,26.4778,Legacy_Data,9818,Clay Loam,0.24,2.07,NLUP,2074,NA,NA,NA,F38B81B1_1,0,20
F3903DB6,Rolpa,6.47,0.03,296.9,539.7,0.65,26,16,58,82.4748,28.4114,Legacy_Data,24146,Silt Loam,NA,NA,NLUP,2076,NA,NA,NA,F3903DB6_1,0,20
F3915851,Mahottari,6.9000001,0.07,26.21,55.61,1.47,19,41,40,85.7732,26.7139,Legacy_Data,14409,silty clay,0.42,0.17,NLUP,2074,NA,NA,NA,F3915851_1,0,20
F39935FC,Tanahu,5.08,0.05,4.13,127.8,1.11,54.8,11.2,34,84.3892,28.0307,Legacy_Data,29057,Sandy Loam,NA,NA,NLUP,2075,NA,NA,NA,F39935FC_1,0,20
F39FC485,Makwanpur,7.21,0.27,216.55,424.63,8.53,41.98,14,44.02,85.0036,27.4273,Legacy_Data,15430,Loam,NA,NA,NLUP,2077,NA,NA,NA,F39FC485_1,0,20
F3A13D1B,Jhapa,5.8000002,0.21,13.3,375.2,4.2,25,26,49,87.9084,26.6368,Legacy_Data,9175,Siltloam,0.4,0.82,NLUP,2074,NA,NA,NA,F3A13D1B_1,0,20
F3A59FC7,Argakhachi,6,0.06,16.41,274.71,2.91,83,9.94,7.06,82.8588,27.8505,Legacy_Data,323,Sandy Loam,NA,NA,NLUP,2075,NA,NA,NA,F3A59FC7_1,0,20
F3A94DDE,Siraha,6.9000001,0.06,10.49,151.28,0.8,24,20.3,55.7,86.2407,26.827,Legacy_Data,27494,SIL,0.16,0.16,NLUP,2074,NA,NA,NA,F3A94DDE_1,0,20
F3B294B6,Banke,7.5,0.08,109,215,1.54,70,20,10,81.7125,28.2029,Legacy_Data,2012,Sandy Clay Loam,0.16,1.56,NLUP,2074,NA,NA,NA,F3B294B6_1,0,20
F3B2BAD2,Bara,7.75,0.08,512.81,634.28,1.48,53.93,12.55,33.52,85.1575,27.0055,Legacy_Data,2963,Sandy Loam,6.47,0.57,NLUP,2074,NA,NA,NA,F3B2BAD2_1,0,20
F3BB4957,Kapilvastu,8,0.1,23.11,201,2.08,0.8,21.2,78,83.1456,27.5376,Legacy_Data,11525,SiL,0.56,0.02,NLUP,2074,NA,NA,NA,F3BB4957_1,0,20
F3BEEA82,Kapilvastu,5.75,0.11,24.44,147.4,2.2,4.4,21.9,73.7,83.2032,27.56,Legacy_Data,11565,SiL,0.23,0.02,NLUP,2074,NA,NA,NA,F3BEEA82_1,0,20
F3BFBADC,Dhadhing,6.55,0.18,163.26,246,3.66,41.6,36.2,22.2,85.0857,27.7431,Legacy_Data,5567,Clay loam,NA,NA,NLUP,2077,NA,NA,NA,F3BFBADC_1,0,20
F3C01689,Nawalparasi,5.1999998,0.18,7.882,52.05,NA,45.08,21.49,33.43,84.0114,27.6586,Legacy_Data,20307,LOAM,NA,NA,NLUP,2074,NA,NA,NA,F3C01689_1,0,20
F3C4BA6C,Bara,8.1000004,0.06,27.01,107.2,2.82,50.76,19.6,29.64,85.04,27.0526,Legacy_Data,3051,Loam,0.74,0.2,NLUP,2074,NA,NA,NA,F3C4BA6C_1,0,20
F3C509CD,Bajhang,6.1900001,0.25,36.48,455.6,4.93,46,19,40,81.2383,29.5422,Legacy_Data,1302,Loam,NA,NA,NLUP,2076,NA,NA,NA,F3C509CD_1,0,20
F3C7D373,Jhapa,5.1999998,0.15,19.18,59.14,6.59,11,32,57,87.7005,26.5803,Legacy_Data,8880,Silty Clay Loam,0.39,0.15,NLUP,2074,NA,NA,NA,F3C7D373_1,0,20
F3C7EAB3,Baglung-Parbat,5,0.13,12.06,174.2,2.64,38,12,50,83.6628,28.2266,Legacy_Data,421,SILTY LOAM,NA,NA,NLUP,2076,NA,NA,NA,F3C7EAB3_1,0,20
F3C8D03E,Bajhang,5.5999999,0.2,27.95,111.25,3.53,48,9,38,81.2594,29.7768,Legacy_Data,1201,Sandy Loam,NA,NA,NLUP,2076,NA,NA,NA,F3C8D03E_1,0,20
F3CB5F79,Rautahat,8.1999998,0.05,22.35,62.09,1.03,25,65,10,85.2458,26.9351,Legacy_Data,23411,clay,0.18,0.16,NLUP,2076,NA,NA,NA,F3CB5F79_1,0,20
F3CEE6FB,Lamjung,5.84,0.17,413.8,34.6,3.09,33.34,6,60.66,84.3581,28.1732,Legacy_Data,13987,Silt Loam,NA,NA,NLUP,2077,NA,NA,NA,F3CEE6FB_1,0,20
F3D0406C,Nawalparasi,6.5999999,0.09,46.1,123.6,2.59,50.72,14.4,34.88,83.8246,27.5202,Legacy_Data,19272,Loam,NA,NA,NLUP,2074,NA,NA,NA,F3D0406C_1,0,20
F3D07815,Accham,5.3600001,0.16,20.3,214.4,3.23,54,9,37,81.2602,28.938,Legacy_Data,27,SANDY LOAM,NA,NA,NLUP,2076,NA,NA,NA,F3D07815_1,0,20
F3D1175F,Baitadi,5.23,0.01,22.8,157.2,2.56,39,10,51,80.6998,29.5851,Legacy_Data,1068,Silt Loam,NA,NA,NLUP,2076,NA,NA,NA,F3D1175F_1,0,20
F3D27200,Myagdi,5.81,0.06,161,198.4,4.5,10,2,88,83.3418,28.3893,Legacy_Data,18571,Silt,NA,NA,NLUP,2076,NA,NA,NA,F3D27200_1,0,20
F3D32A19,Rautahat,6.0999999,0.05,2,43.37,0.69,20.6,22,57.4,85.3035,26.8169,Legacy_Data,23049,SIL,1.14,0.13,NLUP,2076,NA,NA,NA,F3D32A19_1,0,20
F3D47963,Dolakha,5.38,0.22,47.51,278.99,3.92,NA,NA,NA,86.2488,27.7294,Legacy_Data,6600,Sandy Loam,NA,NA,NLUP,2077,NA,NA,NA,F3D47963_1,0,20
F3D489A1,Bhojpur,6.16,0.03,161.1,NA,4.74,22.82,8,69.18,87.0581,27.2529,Legacy_Data,3782,Silt Loam,NA,NA,NLUP,2077,NA,NA,NA,F3D489A1_1,0,20
F3DEF27D,Nawalparasi,8.3999996,0.06,29.46,114.66,1,25.9,22.1,52,83.6947,27.5033,Legacy_Data,18771,Silt Loam,0.72,0.6,NLUP,2074,NA,NA,NA,F3DEF27D_1,0,20
F3DF21DC,Rautahat,8.1000004,0.03,24.01,68.06,0.6,66.5,15,18.5,85.4306,27.1342,Legacy_Data,23333,sandy loam,0.21,0.32,NLUP,2076,NA,NA,NA,F3DF21DC_1,0,20
F3DFFC0F,Dolakha,5.27,0.3,59.49,106.59,4.81,NA,NA,NA,86.3305,27.6638,Legacy_Data,6628,Sandy Loam,NA,NA,NLUP,2077,NA,NA,NA,F3DFFC0F_1,0,20
F3E39EF1,Jhapa,5.5999999,0.12,53.55,294.8,2.46,20,9,71,87.8682,26.5979,Legacy_Data,8764,SiL,1.53,0.02,NLUP,2074,NA,NA,NA,F3E39EF1_1,0,20
F3EAB9DC,Morang,7.0999999,0.1,200.68,255.2,2.09,33,24,43,87.593,26.7598,Legacy_Data,16739,Loam,0.27,0.02,NLUP,2074,NA,NA,NA,F3EAB9DC_1,0,20
F3F15300,Dhadhing,6.82,0.1,17.85,94.8,1.95,11.5,40.7,47.8,84.8865,27.8959,Legacy_Data,5778,Silty clay,NA,NA,NLUP,2077,NA,NA,NA,F3F15300_1,0,20
F3F24BE1,Makwanpur,4.87,0.07,138.04,73.77,4.45,78.55,8,13.45,85.0215,27.693,Legacy_Data,15651,Loamy Sand,NA,NA,NLUP,2077,NA,NA,NA,F3F24BE1_1,0,20
F3F75365,Tanahu,5.07,0.14,6.2,134,2.9,32.8,13.2,54,84.424,28.0459,Legacy_Data,29065,Silt Loam,NA,NA,NLUP,2075,NA,NA,NA,F3F75365_1,0,20
F3F9485F,Nawalparasi,5.1300001,0.07,41.538,229.61,1.25,30.3,36.3,33.4,84.3058,27.7052,Legacy_Data,19872,CL,NA,NA,NLUP,2074,NA,NA,NA,F3F9485F_1,0,20
F3FC973F,Terathum,5.8,0.07,153.52,299.25,3,68,10,22,87.538,27.1465,Legacy_Data,30005,Sandy Loam,1.22,1.12,IWRMP,2074,NA,NA,NA,F3FC973F_1,0,20
F400C39C,Morang,6.75,0.07,24.44,214.4,1.46,18.1,13.5,68.4,87.5773,26.4189,Legacy_Data,16168,SiL,0.69,0.02,NLUP,2074,NA,NA,NA,F400C39C_1,0,20
F4089C5B,Taplejung,5.86,0.08,177.35,310.6,3.74,80.85,3.65,15.5,87.6892,27.3267,Legacy_Data,29262,Loamy Sand,0.32,2.48,IWRMP,2074,NA,NA,NA,F4089C5B_1,0,20
F40BC1D6,Argakhachi,4.5999999,0.26,0.598,158.59,4.36,83,7,10,83.2075,27.7635,Legacy_Data,408,Sandy Loam,NA,NA,NLUP,2075,NA,NA,NA,F40BC1D6_1,0,20
F40DB803,Kailali,6,0.04,20,118,0.8,NA,NA,NA,80.9525,28.5405,Legacy_Data,11214,sandy clay loam,0.21,1.3,NLUP,2074,NA,NA,NA,F40DB803_1,0,20
F4115455,Bara,5.4000001,0.05,47,72,0.95,83,5,12,85.0859,26.8736,Legacy_Data,3274,loamy sand,0.63,0.15,NLUP,2074,NA,NA,NA,F4115455_1,0,20
F41441CA,Gulmi,5.6,0.36,247,245.23,8.61,70.3,2.6,27.1,83.0478,28.1893,Legacy_Data,7734,SL,NA,NA,NLUP,2075,NA,NA,NA,F41441CA_1,0,20
F4150CF9,Banke,5.5,0.31,75,169,6.13,10,60,30,81.6929,28.1582,Legacy_Data,1892,Silty Loam,0.07,0.43,NLUP,2074,NA,NA,NA,F4150CF9_1,0,20
F41E674E,Rautahat,8.3000002,0.08,36.95,216.47,1.68,14.5,18.5,67,85.3875,26.9571,Legacy_Data,23007,silt loam,0.18,0.2,NLUP,2076,NA,NA,NA,F41E674E_1,0,20
F420B6B1,Gorkha,6.93,2.24,61.818,555.11,4.25,62.3,5.5,32.2,84.559,27.9035,Legacy_Data,7273,Sandy Loam,NA,NA,NLUP,2077,NA,NA,NA,F420B6B1_1,0,20
F420DC4E,Sunsari,5.5999999,0.13,11.07,142.5,2.56,18,29,53,87.2047,26.5127,Legacy_Data,28300,Silty Clay Loam,0.34,0.15,NLUP,2074,NA,NA,NA,F420DC4E_1,0,20
F4233258,Jhapa,5,0.12,11.9,67.2,4.42,40,45,15,87.7322,26.4666,Legacy_Data,10105,Clay,0.31,0.92,NLUP,2074,NA,NA,NA,F4233258_1,0,20
F423AA2A,Makwanpur,4.94,0.11,144.76,329.31,3.78,16.87,10,73.13,84.7719,27.5956,Legacy_Data,15603,Silt Loam,NA,NA,NLUP,2077,NA,NA,NA,F423AA2A_1,0,20
F42758AC,Kaski,6.3,0.21,8.56,58.93,3.01,47.3,9.3,43.4,84.1848,28.2446,Legacy_Data,12663,Loam,NA,NA,NLUP,2075,NA,NA,NA,F42758AC_1,0,20
F42A522D,Nawalparasi,6.0999999,0.08,48.7,94,4.65,80.88,9.84,9.28,83.8194,27.5183,Legacy_Data,19182,Loamy Sand,NA,NA,NLUP,2074,NA,NA,NA,F42A522D_1,0,20
F4309B41,Jumla,5.5,0.28,45.96,1621.4,5.73,68,9,23,81.9198,29.2214,Legacy_Data,10256,Sandy Loam,NA,NA,NLUP,2076,NA,NA,NA,F4309B41_1,0,20
F439DCBE,Rolpa,7.37,0.02,583.4,1177,0.55,67,24,9,82.5984,28.2863,Legacy_Data,23921,Sandy Clay Loam,NA,NA,NLUP,2076,NA,NA,NA,F439DCBE_1,0,20
F43A5473,Gorkha,6.16,0.13,38.85,951.4,2.54,54.54,11.88,33.58,84.5889,28.0477,Legacy_Data,7321,Sandy Loam,NA,NA,NLUP,2077,NA,NA,NA,F43A5473_1,0,20
F4405E4C,Bara,7.6999998,0.19,76.5,1125.6,3.23,27.48,22.88,49.64,85.0645,27.1343,Legacy_Data,2377,loam,0.03,1,NLUP,2074,NA,NA,NA,F4405E4C_1,0,20
F4406A17,Sunsari,7,0.05,152,204,1.06,NA,NA,NA,87.1103,26.6257,Legacy_Data,28655,sandy clay,0.83,0.74,NLUP,2074,NA,NA,NA,F4406A17_1,0,20
F4407571,Tanahu,6.5,0.08,27.09,39.24,1.26,43.2,8,48.8,84.1856,27.877,Legacy_Data,29179,SL,NA,NA,NLUP,2075,NA,NA,NA,F4407571_1,0,20
F44189A0,Tanahu,6.6,0.16,128.62,271.57,3.51,67.5,3.4,29.1,84.2314,27.919,Legacy_Data,29209,SL,NA,NA,NLUP,2075,NA,NA,NA,F44189A0_1,0,20
F444B3A7,Bhojpur,6.19,0.07,494.13,147.54,1.32,28.01,4,67.99,87.2102,27.2242,Legacy_Data,3891,Silt Loam,NA,NA,NLUP,2077,NA,NA,NA,F444B3A7_1,0,20
F444DF10,Nawalparasi,4.3400002,0.14,94.783,68.9,3.25,43.1,18.9,38,84.1918,27.7012,Legacy_Data,20040,LOAM,NA,NA,NLUP,2074,NA,NA,NA,F444DF10_1,0,20
F449CEDC,Lamjung,6.96,0.16,368.34,136,4.06,48.4,4,47.6,84.4777,28.2488,Legacy_Data,13877,Sandy Loam,NA,NA,NLUP,2077,NA,NA,NA,F449CEDC_1,0,20
F44DA4CF,Saptari,5.8000002,0.08,18,175,1.51,24,16,60,86.7898,26.5939,Legacy_Data,26157,silty loam,0.92,2.12,NLUP,2074,NA,NA,NA,F44DA4CF_1,0,20
F44FC0AB,Baglung-Parbat,5.5900002,0.1,14.12,134,1.94,38,14,48,83.3204,28.2661,Legacy_Data,458,LOAM,NA,NA,NLUP,2076,NA,NA,NA,F44FC0AB_1,0,20
F4557497,Gorkha,6.18,1.9,31.95,233.02,3.95,48.3,6,45.7,84.5558,27.925,Legacy_Data,7335,Sandy Loam,NA,NA,NLUP,2077,NA,NA,NA,F4557497_1,0,20
F4565894,Doti,5.8499999,0.14,1.7,192,2.9,73,17,10,81.0162,29.0406,Legacy_Data,6958,Sandy Loam,NA,NA,NLUP,2076,NA,NA,NA,F4565894_1,0,20
F4577B61,Sayngja,7.1399999,0.09,55,210,2.18,15,18,67,83.6917,27.9294,Legacy_Data,26560,Silt Loam,NA,NA,NLUP,2075,NA,NA,NA,F4577B61_1,0,20
F45C9500,Dhankuta,6.24,0.12,47.38,469,3.13,55,34,11,87.2322,26.9101,Legacy_Data,6102,SL,NA,NA,NLUP,2074,NA,NA,NA,F45C9500_1,0,20
F45D5B0B,Tanahu,5.94,0.19,16.52,227.8,3.77,40.2,19.2,40.6,84.474,27.9347,Legacy_Data,29010,Loam,NA,NA,NLUP,2075,NA,NA,NA,F45D5B0B_1,0,20
F460A644,Kailali,8,0.06,6,112.61,0.78,30.3,20,49.7,80.9211,28.4868,Legacy_Data,10732,L,1.07,0.49,NLUP,2074,NA,NA,NA,F460A644_1,0,20
F4627D8E,Lamjung,6.72,0.17,233.8,184.37,3.87,46.56,4,49.44,84.4665,28.2334,Legacy_Data,13939,Sandy Loam,NA,NA,NLUP,2077,NA,NA,NA,F4627D8E_1,0,20
F4639B7A,Jhapa,5.3000002,0.36,16.1,281.4,7.26,35,33,32,88.0427,26.6796,Legacy_Data,9781,Clayloam,0.9,0.47,NLUP,2074,NA,NA,NA,F4639B7A_1,0,20
F4661079,Bajura,5.6300001,0.37,33.3,308.2,7.44,58,9,33,81.2875,29.4193,Legacy_Data,1587,SANDY LOAM,NA,NA,NLUP,2076,NA,NA,NA,F4661079_1,0,20
F46A0015,Myagdi,5.8,0.36,NA,725.76,7.2,NA,NA,NA,83.563,28.3654,Legacy_Data,18062,loam,0.1,8.22,SMD,NA,NA,NA,NA,F46A0015_1,0,20
F46BAB80,Parsa,5.8000002,0.08,23.03,107.52,0.83,17,42,41,84.7475,27.1959,Legacy_Data,21678,Silty Clay,0.74,0.08,NLUP,2074,NA,NA,NA,F46BAB80_1,0,20
F46D1182,Myagdi,6.5,0.3,NA,376.32,6.06,NA,NA,NA,83.5169,28.4118,Legacy_Data,18279,loam,NA,NA,SMD,NA,NA,NA,NA,F46D1182_1,0,20
F4732010,Jhapa,5.4000001,0.05,75,188,1.01,13,43,44,87.7573,26.6236,Legacy_Data,9309,SiCL,0.1,1.67,NLUP,2074,NA,NA,NA,F4732010_1,0,20
F475E225,Sindhupalchowk,5.7,0.07,28.22,7.2,1.43,21.3,22.4,56.3,85.5745,27.7905,Legacy_Data,27203,Silty Loam,NA,NA,NLUP,2077,NA,NA,NA,F475E225_1,0,20
F4772200,Salyan,6.31,0.05,374.82,497.5,2.11,47.35,17.65,35,81.8386,28.2978,Legacy_Data,25256,Loam,0.48,0.76,IWRMP,2074,NA,NA,NA,F4772200_1,0,20
F47C4917,Darchula,7,0.22,117.95,297.74,5.09,38,12,50,80.403,29.6662,Legacy_Data,5366,SILT LOAM,NA,NA,NLUP,2074,NA,NA,NA,F47C4917_1,0,20
F47CD063,Gulmi,5.2,0.25,164,129.82,5.69,64.3,2.6,33.1,83.0688,28.2072,Legacy_Data,7843,SL,NA,NA,NLUP,2075,NA,NA,NA,F47CD063_1,0,20
F47D0B4E,Baglung-Parbat,5.4499998,0.14,179,131.5,0.79,16,14,70,83.3309,28.2205,Legacy_Data,594,,NA,NA,NLUP,2076,NA,NA,NA,F47D0B4E_1,0,20
F480A0A3,Sankhuwasabha,5.5,0.13,13.53,294.8,2.51,58.9,11.67,29.43,87.0854,27.4688,Legacy_Data,25871,Sandy Loam,NA,NA,NLUP,2077,NA,NA,NA,F480A0A3_1,0,20
